,Unnamed: 0,respondent,resp_id_old,subset,subset_old,survey_immediate_start,sns_filename_x,sns_findSpecific_Item1_RT,sns_findSpecific_Item1_AOISelected,sns_findSpecific_Item1_AOIAccuracy,sns_findSpecific_Item1_FixationCount,sns_findSpecific_Item2_RT,sns_findSpecific_Item2_AOISelected,sns_findSpecific_Item2_AOIAccuracy,sns_findSpecific_Item2_FixationCount,sns_findSpecific_Item3_RT,sns_findSpecific_Item3_AOISelected,sns_findSpecific_Item3_AOIAccuracy,sns_findSpecific_Item3_FixationCount,sns_findSpecific_Item4_RT,sns_findSpecific_Item4_AOISelected,sns_findSpecific_Item4_AOIAccuracy,sns_findSpecific_Item4_FixationCount,sns_findSpecific_Item5_RT,sns_findSpecific_Item5_AOISelected,sns_findSpecific_Item5_AOIAccuracy,sns_findSpecific_Item5_FixationCount,sns_findSpecific_Item1_subjUndiscovered,sns_findSpecific_Item2_subjUndiscovered,sns_findSpecific_Item3_subjUndiscovered,sns_findSpecific_Item4_subjUndiscovered,sns_findSpecific_Item5_subjUndiscovered,sns_findAnything_BackPage_RT,sns_findAnything_BackPage_AOISelected,sns_findAnything_BackPage_AOIAccuracy,sns_findAnything_BackPage_FixationCount,sns_findAnything_FrontPage_RT,sns_findAnything_FrontPage_AOISelected,sns_findAnything_FrontPage_AOIAccuracy,sns_findAnything_FrontPage_FixationCount,iam_findSpecific_Item1_ClickAccurate,iam_findSpecific_Item2_ClickAccurate,iam_findSpecific_Item3_ClickAccurate,iam_findSpecific_Item4_ClickAccurate,iam_findSpecific_Item5_ClickAccurate,iam_findAnything_FrontPage_Undiscovered_TTFF,iam_findAnything_FrontPage_Undiscovered_TFD,iam_findAnything_FrontPage_Undiscovered_FixationCount,iam_findAnything_BackPage_Undiscovered_TTFF,iam_findAnything_BackPage_Undiscovered_TFD,iam_findAnything_BackPage_Undiscovered_FixationCount,iam_findAnything_FrontPage_SubjUndiscovered_TTFF,iam_findAnything_FrontPage_SubjUndiscovered_TFD,iam_findAnything_FrontPage_SubjUndiscovered_FixationCount,iam_findAnything_BackPage_SubjUndiscovered_TTFF,iam_findAnything_BackPage_SubjUndiscovered_TFD,iam_findAnything_BackPage_SubjUndiscovered_FixationCount,iam_standard_Slide39 Stim2_HighGP_1/4 Chicken_TTFF,iam_standard_Slide39 Stim2_HighGP_1/4 Chicken_TFD,iam_standard_Slide39 Stim2_HighGP_Full Chicken_TTFF,iam_standard_Slide39 Stim2_HighGP_Full Chicken_TFD,iam_standard_Slide39 Stim2_HighGP_Bowls and Salads_TTFF,iam_standard_Slide39 Stim2_HighGP_Bowls and Salads_TFD,iam_standard_Slide39 Stim2_HighGP_Sides_TTFF,iam_standard_Slide39 Stim2_HighGP_Sides_TFD,iam_standard_Slide39 Stim2_HighGP_1/2 Chicken_TTFF,iam_standard_Slide39 Stim2_HighGP_1/2 Chicken_TFD,iam_standard_Slide39 Stim2_HighGP_Sosaties_TTFF,iam_standard_Slide39 Stim2_HighGP_Sosaties_TFD,iam_standard_Slide48 Stim5_HighGP_1/4 Chicken_TTFF,iam_standard_Slide48 Stim5_HighGP_1/4 Chicken_TFD,iam_standard_Slide48 Stim5_HighGP_Full Chicken_TTFF,iam_standard_Slide48 Stim5_HighGP_Full Chicken_TFD,iam_standard_Slide48 Stim5_HighGP_Bowls and Salads_TTFF,iam_standard_Slide48 Stim5_HighGP_Bowls and Salads_TFD,iam_standard_Slide48 Stim5_HighGP_Sides_TTFF,iam_standard_Slide48 Stim5_HighGP_Sides_TFD,iam_standard_Slide48 Stim5_HighGP_1/2 Chicken_TTFF,iam_standard_Slide48 Stim5_HighGP_1/2 Chicken_TFD,iam_standard_Slide48 Stim5_HighGP_Sosaties_TTFF,iam_standard_Slide48 Stim5_HighGP_Sosaties_TFD,iam_standard_Slide42 Stim3_HighGP_1/4 Chicken_TTFF,iam_standard_Slide42 Stim3_HighGP_1/4 Chicken_TFD,iam_standard_Slide42 Stim3_HighGP_Full Chicken_TTFF,iam_standard_Slide42 Stim3_HighGP_Full Chicken_TFD,iam_standard_Slide42 Stim3_HighGP_Bowls and Salads_TTFF,iam_standard_Slide42 Stim3_HighGP_Bowls and Salads_TFD,iam_standard_Slide42 Stim3_HighGP_Sides_TTFF,iam_standard_Slide42 Stim3_HighGP_Sides_TFD,iam_standard_Slide42 Stim3_HighGP_1/2 Chicken_TTFF,iam_standard_Slide42 Stim3_HighGP_1/2 Chicken_TFD,iam_standard_Slide42 Stim3_HighGP_Sosaties_TTFF,iam_standard_Slide42 Stim3_HighGP_Sosaties_TFD,iam_standard_Slide51 Stim6_HighGP_1/4 Chicken_TTFF,iam_standard_Slide51 Stim6_HighGP_1/4 Chicken_TFD,iam_standard_Slide51 Stim6_HighGP_Full Chicken_TTFF,iam_standard_Slide51 Stim6_HighGP_Full Chicken_TFD,iam_standard_Slide51 Stim6_HighGP_Bowls and Salads_TTFF,iam_standard_Slide51 Stim6_HighGP_Bowls and Salads_TFD,iam_standard_Slide51 Stim6_HighGP_Sides_TTFF,iam_standard_Slide51 Stim6_HighGP_Sides_TFD,iam_standard_Slide51 Stim6_HighGP_1/2 Chicken_TTFF,iam_standard_Slide51 Stim6_HighGP_1/2 Chicken_TFD,iam_standard_Slide51 Stim6_HighGP_Sosaties_TTFF,iam_standard_Slide51 Stim6_HighGP_Sosaties_TFD,iam_standard_Slide39 Stim2_NewGP_Garlic/Nandos Roll_TTFF,iam_standard_Slide39 Stim2_NewGP_Garlic/Nandos Roll_TFD,iam_standard_Slide39 Stim2_NewGP_Strips and Rice_TTFF,iam_standard_Slide39 Stim2_NewGP_Strips and Rice_TFD,iam_standard_Slide39 Stim2_NewGP_All-in-one bowl_TTFF,iam_standard_Slide39 Stim2_NewGP_All-in-one bowl_TFD,iam_standard_Slide39 Stim2_NewGP_Avo and Halloumi bowl_TTFF,iam_standard_Slide39 Stim2_NewGP_Avo and Halloumi bowl_TFD,iam_standard_Slide39 Stim2_NewGP_Strips Veg and Rice_TTFF,iam_standard_Slide39 Stim2_NewGP_Strips Veg and Rice_TFD,iam_standard_Slide48 Stim5_NewGP_Garlic/Nandos Roll_TTFF,iam_standard_Slide48 Stim5_NewGP_Garlic/Nandos Roll_TFD,iam_standard_Slide48 Stim5_NewGP_Strips and Rice_TTFF,iam_standard_Slide48 Stim5_NewGP_Strips and Rice_TFD,iam_standard_Slide48 Stim5_NewGP_All-in-one bowl_TTFF,iam_standard_Slide48 Stim5_NewGP_All-in-one bowl_TFD,iam_standard_Slide48 Stim5_NewGP_Avo and Halloumi bowl_TTFF,iam_standard_Slide48 Stim5_NewGP_Avo and Halloumi bowl_TFD,iam_standard_Slide48 Stim5_NewGP_Strips Veg and Rice_TTFF,iam_standard_Slide48 Stim5_NewGP_Strips Veg and Rice_TFD,iam_standard_Slide42 Stim3_NewGP_Garlic/Nandos Roll_TTFF,iam_standard_Slide42 Stim3_NewGP_Garlic/Nandos Roll_TFD,iam_standard_Slide42 Stim3_NewGP_Strips and Rice_TTFF,iam_standard_Slide42 Stim3_NewGP_Strips and Rice_TFD,iam_standard_Slide42 Stim3_NewGP_All-in-one bowl_TTFF,iam_standard_Slide42 Stim3_NewGP_All-in-one bowl_TFD,iam_standard_Slide42 Stim3_NewGP_Avo and Halloumi bowl_TTFF,iam_standard_Slide42 Stim3_NewGP_Avo and Halloumi bowl_TFD,iam_standard_Slide42 Stim3_NewGP_Strips Veg and Rice_TTFF,iam_standard_Slide42 Stim3_NewGP_Strips Veg and Rice_TFD,iam_standard_Slide51 Stim6_NewGP_Garlic/Nandos Roll_TTFF,iam_standard_Slide51 Stim6_NewGP_Garlic/Nandos Roll_TFD,iam_standard_Slide51 Stim6_NewGP_Strips and Rice_TTFF,iam_standard_Slide51 Stim6_NewGP_Strips and Rice_TFD,iam_standard_Slide51 Stim6_NewGP_All-in-one bowl_TTFF,iam_standard_Slide51 Stim6_NewGP_All-in-one bowl_TFD,iam_standard_Slide51 Stim6_NewGP_Avo and Halloumi bowl_TTFF,iam_standard_Slide51 Stim6_NewGP_Avo and Halloumi bowl_TFD,iam_standard_Slide51 Stim6_NewGP_Strips Veg and Rice_TTFF,iam_standard_Slide51 Stim6_NewGP_Strips Veg and Rice_TFD
11,11,12,4,1,Nandos_Menu_Current_Subset1,05/19/2025 11:51:59 AM,002_Resp_004 (3).csv,64656.1395,Item_73,4.0,142.0,27331.9272,Item_17,4.0,73.0,95559.4052,Item_61,4,237.0,7161.7896,Item_10,4.0,18.0,19468.8714,Item_46,3.0,28.0,0.0,1.0,0.0,1.0,0.0,49324.9974,Item_109,3,106,158919.3066,Item_06,4,296,,,,,,5976.07,82424.16,17.0,297.22,47749.130000000005,16.0,5976.07,24049.410000000003,5.0,50527.76,1132.52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11025.31,183.2,,,,,,,11809.54,149.89,9677.74,416.37,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,13,12,1,Nandos_Menu_Current_Subset1_2 (1),05/20/2025 1:36:36 PM,001_Resp_012.csv,5142.7997,Item_16,4.0,11.0,12796.815,Item_73,4.0,32.0,54949.7195,Item_42,3,98.0,5794.074,Item_10,3.0,16.0,2938.0503,Item_30,4.0,8.0,0.0,1.0,0.0,1.0,0.0,50564.299,Item_102,3,77,61399.9288,Heading_03,4,133,,,,,,7657.18,6528.6,8.0,291.75,19769.14,16.0,58470.64,183.19,1.0,36898.75,383.05,1.0,,,3443.63,149.89,2311.12,649.53,5725.32,732.81,4009.89,216.52,11054.84,216.51,8217.38,416.37,3154.36,283.13,,,1005.91,299.77,6735.12,582.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2311.12,649.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,14,37,2,Nandos_Menu_NewFunctional_Subset2_2,05/20/2025 2:30:50 PM,009_Resp_037.csv,29626.3943,Item_06,3.0,71.0,7698.3824,Item_65,4.0,15.0,11736.2335,,4,22.0,10319.4707,Item_10,4.0,24.0,81138.2225,Item_30,4.0,185.0,0.0,0.0,0.0,1.0,0.0,21064.1178,Item_119,4,46,90529.5021,Item_06,3,177,,,,,,10967.37,31310.850000000002,12.0,,0.0,0.0,62505.63,2331.67,1.0,,0.0,0.0,7873.91,1210.2366666666667,2461.12,874.3799999999999,10438.74,568.48,,,4742.82,1423.99,,,,,11144.14,810.41,8046.37,449.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11054.96,937.1,,,,,968.13,1571.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,15,40,2,Nandos_Menu_NewFunctional_Subset2_2 (1),05/20/2025 2:38:16 PM,003_Resp_040.csv,29738.0325,Item_23,3.0,51.0,9054.7444,,3.0,1.0,3706.9754,,2,,6825.7578,,3.0,1.0,45452.8714,Item_26,4.0,45.0,0.0,1.0,1.0,1.0,0.0,35654.6819,Heading_27,4,86,102042.7125,Item_41,4,212,,,,,,4592.65,12191.27,11.0,5189.15,4630.02,2.0,4592.65,1832.02,5.0,5189.15,4630.02,2.0,,,11190.9,216.51,7027.23,183.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647.05,99.93,,,7027.23,183.2,,,,,5169.45,441.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,16,13,1,Nandos_Menu_Current_Subset1_2,05/20/2025 3:21:20 PM,011_Resp_013 .csv,12801.9888,Item_73,4.0,35.0,10884.5138,Item_17,4.0,34.0,46732.8576,Item_61,3,119.0,7518.3952,Item_10,4.0,24.0,4208.0731,Item_30,4.0,9.0,0.0,0.0,1.0,1.0,0.0,45321.5379,Item_26,4,98,114839.731,Item_31 dwelled on; Item_31 dwelled on (1),4,248,,,,,,659.46,34092.189999999995,18.0,7685.71,34308.78,17.0,659.46,13506.95,7.0,7685.71,2048.54,1.0,,,,,,,,,9233.87,582.92,,,,,11846.0,150.52,,,4001.62,924.34,2469.38,283.135,8948.07,349.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,17,14,1,Nandos_Menu_Current_Subset1_2 (1),05/20/2025 3:34:50 PM,002_Resp_014.csv,2852.7457,,2.0,,3394.882,Item_17,3.0,12.0,47749.3367,,3,38.0,4297.5773,,4.0,9.0,5573.9779,Item_26,3.0,7.0,0.0,0.0,0.0,1.0,0.0,34056.2092,Heading_15,3,96,92308.9807,Item_23,4,219,,,,,,2922.75,23749.52,12.0,3282.03,16688.100000000002,13.0,2922.75,2498.19,2.0,3282.03,3147.73,1.0,,,,,11244.85,133.24,7464.24,216.51,,,,,,,4915.7,946.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6831.37,227.61999999999998,,,11244.85,133.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,18,42,2,Nandos_Menu_NewFunctional_Subset2_2 (1),05/20/2025 4:26:15 PM,004_Resp_042.csv,3727.3032,Item_41,4.0,5.0,37030.022,Item_17,4.0,108.0,11829.6795,Item_20,4,31.0,4694.9482,Item_47,4.0,11.0,15402.0578,Item_30,4.0,48.0,0.0,1.0,0.0,1.0,0.0,20149.5277,Item_115,3,43,77593.6285,Heading_20,3,236,,,,,,2167.29,12540.960000000001,9.0,11289.32,349.74,1.0,9178.93,4496.75,5.0,11289.32,349.74,1.0,,,2522.71,183.2,10317.11,291.46,6786.31,283.13,8751.56,749.46,,,,,,,,,,,,,2679.36,241.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.57,416.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,19,11,1,Nandos_Menu_Current_Subset1_2,05/20/2025 9:21:59 AM,012_Resp_011.csv,21209.2447,Item_03,4.0,63.0,88511.3209,,3.0,192.0,114878.7972,,4,252.0,11386.8065,Item_10,4.0,24.0,20198.3546,Item_30,3.0,39.0,0.0,0.0,0.0,0.0,0.0,43815.6232,Item_92,3,76,147968.1143,Item_16,4,329,,,,,,1544.34,65303.05,15.0,7378.96,37912.439999999995,15.0,5791.27,6112.299999999999,2.0,7378.96,16887.84,5.0,,,,,,,7546.3,266.47,,,,,11684.83,312.01,6588.51,266.47,2558.11,133.19,4623.25,766.11,,,3723.9,366.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558.11,133.19,,,,,,,,,,,,,,,,,,,,,,,,
19,19,20,33,2,Nandos_Menu_NewFunctional_Subset2_2,05/20/2025 10:20:54 AM,011_Resp_033.csv,34898.8487,Item_65,4.0,96.0,23550.6876,Item_17,4.0,57.0,15144.9506,Item_61,3,33.0,26517.8195,Item_70,3.0,54.0,10487.0679,Item_30,3.0,19.0,0.0,0.0,1.0,0.0,0.0,93139.7594,Item_13,4,190,76904.957,Item_111,4,196,,,,,,13531.82,9043.58,11.0,3943.07,10492.56,5.0,29320.46,1548.92,2.0,8556.42,1032.61,1.0,5429.45,238.72333333333333,,,6062.33,238.71666666666667,,,11841.51,164.25,,,,,,,4474.57,216.51,1010.4,208.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6495.35,149.89,10842.23,199.86,,,5157.42,732.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,21,36,2,Nandos_Menu_NewFunctional_Subset2_2 (1),05/20/2025 10:38:52 AM,001_Resp_036.csv,20238.451,Item_09,4.0,56.0,12310.81,Item_44,4.0,30.0,10670.6967,Item_83,3,26.0,6132.8724,Item_47,4.0,18.0,7980.9926,Item_46,3.0,22.0,0.0,1.0,0.0,1.0,1.0,75262.1877,Item_46,4,121,101432.1809,Item_28,4,220,,,,,,3441.58,62371.79,18.0,5456.06,8610.47,4.0,3991.17,41786.61000000001,9.0,5456.06,8610.47,4.0,,,180.22,133.24,,,6608.93,233.17333333333332,,,,,,,,,10241.05,766.12,,,,,1580.6,249.82,,,,,,,,,,,,,,,,,,,,,,,,,10939.15,410.81666666666666,,,,,,,,,3828.98,166.56,,,10241.05,766.12,,,,,,,,,,,,,,,,,,,,,,,,
21,21,22,61,3,Nandos_Menu_NewUnique_Subset3_2,05/20/2025 11:14:26 AM,017_Resp_061.csv,13602.3897,Item_09,3.0,41.0,6119.4303,Item_15,4.0,13.0,8084.7626,,3,19.0,3039.6132,Item_47,4.0,7.0,6660.3058,Item_46,4.0,16.0,0.0,0.0,0.0,0.0,0.0,7284.4679,Heading_25,4,12,51360.9896,Item_35,4,136,,,,,,4516.77,8860.23,9.0,,0.0,0.0,22886.89,1548.87,2.0,,0.0,0.0,,,,,,,292.77,199.86,,,,,3733.48,433.02000000000004,6065.11,199.87,,,,,,,5182.43,133.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,23,38,2,Nandos_Menu_NewFunctional_Subset2_2 (1),05/20/2025 11:30:49 AM,002_Resp_038.csv,4034.1145,Item_09,4.0,10.0,5349.644,Item_17,3.0,13.0,12997.422,Item_61,4,39.0,5737.4742,Item_47,3.0,15.0,4091.6105,Item_30,4.0,11.0,0.0,1.0,0.0,1.0,0.0,12105.9463,Item_88,4,31,78438.7737,Item_37,4,226,,,,,,6568.06,20551.879999999997,14.0,7136.91,1199.16,2.0,20624.62,2564.84,3.0,7136.91,1199.16,2.0,,,,,,,,,,,6866.68,799.43,,,1901.28,249.82,6331.44,421.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.13,199.86,,,6547.94,649.53,7214.13,433.03,,,,,,,,,,,,,,,,,,,,,,
23,23,24,35,2,Nandos_Menu_NewFunctional_Subset2_2,05/20/2025 12:47:28 PM,010_Resp_035.csv,6730.3963,Item_09,4.0,17.0,12729.6631,Item_15,4.0,35.0,10366.9824,Item_61,3,26.0,8567.7085,Item_10,4.0,20.0,13864.1192,Item_46,4.0,32.0,0.0,1.0,0.0,0.0,0.0,26276.1739,Item_93,3,49,90699.7271,Iterm_53,4,201,,,,,,7087.18,31160.570000000003,15.0,15385.42,699.49,1.0,28588.11,5712.58,3.0,,,,,,704.17,641.2149999999999,,,,,1570.22,466.33,,,1642.68,149.89,6256.01,233.18,3641.23,294.24333333333334,,,,,8554.36,682.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.29,671.7433333333333,,,3641.23,241.495,,,,,,,,,,,,,,,,,,,,,,,,
24,24,25,18,1,Nandos_Menu_Current_Subset1_2 (1),05/21/2025 1:17:43 PM,004_Resp_018.csv,16975.1228,Item_17,4.0,48.0,16613.0508,Item_17,4.0,48.0,20824.1274,Item_53,3,48.0,4153.0682,Item_10,4.0,8.0,4289.7741,Item_46,4.0,11.0,0.0,0.0,0.0,0.0,0.0,43746.5358,Heading_13,4,68,188695.8588,Item_55,4,342,,,,,,2859.32,38888.70999999999,18.0,823.88,10009.449999999999,12.0,,,,13981.08,1698.76,1.0,,,5622.92,116.59,,,9403.53,699.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841.59,466.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,26,20,1,Nandos_Menu_Current_Subset1_2 (1),05/21/2025 2:24:57 PM,005_Resp_020.csv,14007.6439,Item_73,3.0,34.0,6665.284,Item_17,4.0,21.0,35522.927,Item_51,4,76.0,4881.862,Item_47,4.0,11.0,7607.8392,Item_30,4.0,23.0,0.0,1.0,0.0,1.0,0.0,57967.4774,Item_96,4,108,116010.0361,Heading_09,4,273,,,,,,3830.56,32954.35,17.0,13816.68,35840.799999999996,16.0,3830.56,4330.24,4.0,13816.68,9876.2,6.0,,,,,2236.12,791.0999999999999,4634.39,349.75,1769.78,266.48,7315.8,1948.6,,,6121.08,333.1,4289.07,649.53,,,7270.25,732.8199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,5833.53,566.26,,,2236.12,916.02,,,,,,,,,4289.07,649.53,,,,,,,,,,,,,,,,,,,,,,,,
26,26,27,69,3,Nandos_Menu_NewUnique_Subset3_2,05/21/2025 2:27:03 PM,013_Resp_069.csv,17899.2501,Item_09,4.0,46.0,32156.699,Item_33,4.0,71.0,24028.6616,Item_61,3,46.0,14281.8944,Item_10,4.0,31.0,11617.89,Item_30,3.0,24.0,0.0,0.0,0.0,0.0,0.0,62148.2567,Item_19,4,103,160478.6359,Item_54,4,359,,,,,,878.48,52245.7,19.0,1558.7,12757.550000000001,5.0,36336.3,2764.69,1.0,1558.7,3547.46,1.0,4509.37,1115.86,,,7224.1,3230.98,,,4509.37,2215.08,6907.65,249.83,3454.34,224.83499999999998,,,6385.55,1882.02,,,,,8850.46,149.88,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.36,116.58,,,,,,,,,,,6385.55,1882.02,,,,,,,,,,,,,,,,,,,,,,,,
27,27,28,66,3,Nandos_Menu_NewUnique_Subset3_2 (1),05/21/2025 3:14:11 PM,003_Resp_066.csv,24775.6932,Item_41,4.0,54.0,18510.9613,Item_02,4.0,46.0,71559.4906,Item_61,4,170.0,5107.927,Item_47,4.0,10.0,3826.3644,Item_26,4.0,7.0,0.0,1.0,1.0,1.0,1.0,20605.6624,Heading_10,4,45,35934.6167,Item_11,4,79,,,,,,4575.17,11841.480000000003,12.0,3769.23,2381.6400000000003,3.0,20646.93,2231.7300000000005,4.0,3769.23,2381.6400000000003,3.0,,,,,,,,,,,,,,,9944.85,899.3399999999999,,,,,,,9461.86,183.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,29,41,2,Nandos_Menu_NewFunctional_Subset2_2,05/21/2025 3:34:12 PM,008_Resp_041.csv,31766.2073,Item_02,3.0,44.0,14094.5224,Item_17,4.0,6.0,37244.1612,,3,52.0,38550.3233,Item_10,4.0,61.0,16211.6749,Item_26,3.0,26.0,1.0,1.0,1.0,1.0,0.0,50728.3035,Item_91,4,95,124415.2929,Item_16,4,272,,,,,,21070.55,46349.87,16.0,1558.19,499.67,2.0,21070.55,30328.170000000002,9.0,45424.1,366.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,30,71,3,Nandos_Menu_NewUnique_Subset3_2,05/21/2025 4:24:33 PM,012_Resp_071.csv,3184.8416,Item_09,4.0,9.0,17100.115,Item_17,4.0,44.0,8180.8885,Item_61,4,20.0,2830.6854,Item_47,3.0,5.0,1332.498,Item_30,4.0,4.0,0.0,1.0,1.0,1.0,0.0,32242.5204,Item_46,3,74,97029.5916,Item_41,4,261,,,,,,8836.47,22966.579999999998,16.0,7634.26,14672.79,5.0,9752.48,14373.0,10.0,7634.26,6678.530000000001,2.0,,,5640.98,241.49,,,2343.34,266.47,,,,,4109.63,266.4733333333333,,,7307.33,1015.94,6724.42,299.78,,,5358.73,458.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,31,63,3,Nandos_Menu_NewUnique_Subset3_2,05/21/2025 9:09:33 AM,016_Resp_063.csv,35962.3869,Item_65,3.0,99.0,9271.6259,Item_15,4.0,24.0,23601.6867,,3,61.0,6003.4147,Item_10,4.0,14.0,3528.8856,Item_30,4.0,7.0,0.0,1.0,0.0,1.0,0.0,37703.6965,Item_30,4,68,123104.5367,Item_42,4,258,,,,,,19648.85,16638.02,9.0,18126.62,24082.69,5.0,19648.85,4097.02,2.0,,,,,,,,4377.09,166.54,,,,,,,9.71,682.84,10585.44,133.23,7520.98,166.54999999999998,,,,,925.72,2581.47,,,,,,,,,,,,,,,,,,,,,,,,,7807.94,166.555,,,4377.09,166.54,,,,,,,,,,,,,7520.98,149.89,,,,,,,,,,,,,,,,,,,,
31,31,32,16,1,Nandos_Menu_Current_Subset1_2 (1),05/21/2025 9:10:32 AM,003_Resp_016.csv,24518.5085,Item_73,4.0,84.0,68879.4472,Item_17,4.0,222.0,72340.1686,Item_84,3,221.0,3185.904,Item_47,4.0,10.0,2387.3752,Item_46,4.0,9.0,0.0,0.0,0.0,1.0,0.0,16106.3146,Item_59,4,45,75242.6379,Item_83,4,227,,,,,,1163.55,38055.76,17.0,313.68,8577.16,10.0,1163.55,3863.8499999999995,4.0,4910.37,5795.84,5.0,,,,,2632.06,982.61,,,6729.11,449.68,,,,,,,6622.46,299.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4663.93,166.55,,,2632.06,982.61,,,,,1775.94,616.22,11402.36,556.28,,,6622.46,299.77,,,,,,,,,,,,,,,,,,,,,,
32,32,33,65,3,Nandos_Menu_NewUnique_Subset3_2,05/21/2025 9:56:23 AM,015_Resp_065.csv,44166.3403,Item_09,4.0,115.0,15716.7884,Item_15,4.0,40.0,32341.0436,Item_42,4,85.0,7479.9106,Item_10,3.0,21.0,5802.6094,Item_46,4.0,19.0,0.0,0.0,0.0,0.0,0.0,25856.2229,Item_70,4,55,112569.8601,Item_00,4,277,,,,,,5018.09,11008.890000000001,11.0,17055.06,399.71,1.0,50285.53,1532.24,2.0,,,,,,,,,,2337.31,191.53500000000003,,,10514.77,249.81,0.0,621.14,6521.81,333.09,4323.4,882.7,5056.2,166.54,,,959.15,974.31,,,,,,,,,,,,,,,,,,,,,,,,,11164.3,133.24,6417.71,1998.57,,,,,,,9569.62,766.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,34,62,3,Nandos_Menu_NewUnique_Subset3_2 (1),05/21/2025 10:22:22 AM,001_Resp_062.csv,27531.4895,Item_41,4.0,74.0,21933.5983,Item_17,4.0,59.0,12856.7248,,4,31.0,11172.2974,Item_10,3.0,30.0,18162.6676,Item_46,4.0,43.0,,,,,,28419.2256,Item_93,3,53,76002.1869,Item_61,4,200,,,,,,3517.97,29928.390000000003,18.0,30144.41,233.17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945.09,183.21,,,,,,,,,,,,,,,,,,,,,,,5257.37,166.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,35,64,3,Nandos_Menu_NewUnique_Subset3_2 (1),05/21/2025 11:15:20 AM,002_Resp_064.csv,37172.8155,Item_41,4.0,69.0,23578.9687,Item_40,3.0,48.0,97852.0683,Item_42,4,91.0,4843.3253,Item_47,4.0,11.0,9437.5305,Item_30,4.0,25.0,0.0,1.0,1.0,1.0,1.0,48652.9527,Item_92,4,94,62089.455,Item_44,4,143,,,,,,797.05,11558.320000000002,11.0,8166.97,8627.11,5.0,797.05,5279.5,6.0,8166.97,2564.83,2.0,,,,,,,4369.62,299.78,,,,,,,,,8033.23,174.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8033.23,166.56,,,,,,,,,,,,,,,,,,,,
35,35,36,67,3,Nandos_Menu_NewUnique_Subset3_2,05/21/2025 11:17:15 AM,014_Resp_067.csv,19019.3977,Item_09,3.0,60.0,10510.2105,Item_15,4.0,30.0,31751.6122,Item_11,3,89.0,6025.5181,Item_47,4.0,13.0,4122.6855,Item_46,3.0,14.0,0.0,1.0,1.0,1.0,0.0,109103.2324,Item_26,4,151,143291.279,Item_32,4,335,,,,,,11074.04,40287.7,11.0,86673.99,24449.1,5.0,11074.04,21567.82,5.0,86673.99,9459.87,1.0,,,,,,,,,,,7605.94,166.56,653.47,3480.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
